# HOME_AWAY,INNING,INNING_TB,OUT_COUNT,BASE_STATE,UNDER_5,UNDER_4,UNDER_3,UNDER_2,UNDER_1,TIE,UPPER_1,UPPER_2,UPPER_3,UPPER_4,UPPER_5
A,1,0,0,0,0.138,0.189,0.252,0.326,0.41,0.5,0.59,0.674,0.748,0.811,0.862
A,1,0,0,1,0.162,0.218,0.285,0.363,0.448,0.536,0.622,0.702,0.772,0.83,0.877
A,1,0,0,2,0.175,0.234,0.305,0.385,0.471,0.56,0.645,0.722,0.789,0.844,0.887
A,1,0,0,12,0.203,0.266,0.339,0.42,0.505,0.59,0.671,0.744,0.806,0.857,0.897
A,1,0,0,3,0.186,0.248,0.321,0.404,0.492,0.581,0.665,0.74,0.804,0.856,0.897
A,1,0,0,13,0.216,0.282,0.358,0.441,0.528,0.614,0.694,0.764,0.823,0.871,0.908
A,1,0,0,23,0.232,0.301,0.379,0.464,0.551,0.636,0.713,0.78,0.836,0.881,0.916
A,1,0,0,123,0.26,0.331,0.41,0.494,0.578,0.658,0.732,0.795,0.848,0.889,0.922
A,1,0,1,0,0.122,0.17,0.231,0.303,0.387,0.477,0.568,0.655,0.733,0.799,0.853
A,1,0,1,1,0.139,0.19,0.253,0.328,0.412,0.502,0.591,0.675,0.75,0.812,0.863
A,1,0,1,2,0.147,0.201,0.267,0.343,0.429,0.518,0.607,0.689,0.761,0.822,0.871
A,1,0,1,12,0.165,0.222,0.289,0.367,0.452,0.54,0.625,0.705,0.774,0.831,0.878
A,1,0,1,3,0.16,0.216,0.285,0.365,0.453,0.543,0.631,0.711,0.78,0.837,0.882
A,1,0,1,13,0.178,0.238,0.309,0.389,0.476,0.564,0.649,0.726,0.792,0.846,0.889
A,1,0,1,23,0.19,0.253,0.326,0.408,0.495,0.582,0.665,0.74,0.803,0.855,0.896
A,1,0,1,123,0.207,0.271,0.344,0.426,0.511,0.596,0.676,0.748,0.81,0.86,0.899
A,1,0,2,0,0.112,0.158,0.216,0.287,0.37,0.46,0.553,0.642,0.722,0.79,0.846
A,1,0,2,1,0.12,0.167,0.227,0.299,0.382,0.472,0.564,0.652,0.73,0.797,0.851
A,1,0,2,2,0.125,0.173,0.235,0.308,0.392,0.483,0.574,0.66,0.737,0.803,0.856
A,1,0,2,12,0.133,0.184,0.246,0.32,0.404,0.494,0.584,0.669,0.744,0.808,0.86
A,1,0,2,3,0.127,0.176,0.238,0.312,0.396,0.487,0.578,0.664,0.741,0.805,0.858
A,1,0,2,13,0.137,0.188,0.251,0.326,0.41,0.5,0.59,0.674,0.749,0.812,0.863
A,1,0,2,23,0.141,0.193,0.257,0.333,0.417,0.506,0.595,0.679,0.752,0.815,0.865
A,1,0,2,123,0.156,0.21,0.276,0.352,0.437,0.525,0.612,0.693,0.764,0.824,0.872
A,1,0,3,0,0.107,0.151,0.208,0.278,0.36,0.45,0.544,0.633,0.715,0.784,0.842
H,1,1,0,0,0.158,0.216,0.285,0.367,0.456,0.55,0.64,0.722,0.792,0.849,0.893
H,1,1,0,1,0.186,0.248,0.321,0.405,0.494,0.585,0.672,0.748,0.813,0.865,0.905
H,1,1,0,2,0.201,0.266,0.343,0.428,0.519,0.61,0.694,0.767,0.828,0.877,0.914
H,1,1,0,12,0.231,0.3,0.378,0.464,0.553,0.639,0.718,0.787,0.843,0.888,0.922
H,1,1,0,3,0.212,0.281,0.36,0.449,0.541,0.631,0.713,0.784,0.843,0.888,0.922
H,1,1,0,13,0.245,0.317,0.399,0.487,0.577,0.663,0.74,0.806,0.859,0.9,0.931
H,1,1,0,23,0.263,0.338,0.422,0.511,0.6,0.684,0.758,0.82,0.87,0.909,0.937
H,1,1,0,123,0.293,0.37,0.453,0.54,0.626,0.705,0.774,0.833,0.879,0.915,0.942
H,1,1,1,0,0.141,0.195,0.263,0.342,0.432,0.527,0.62,0.705,0.779,0.839,0.886
H,1,1,1,1,0.16,0.217,0.287,0.369,0.458,0.552,0.642,0.724,0.793,0.85,0.894
H,1,1,1,2,0.17,0.229,0.302,0.385,0.476,0.569,0.657,0.737,0.804,0.858,0.9
H,1,1,1,12,0.189,0.252,0.326,0.409,0.498,0.589,0.674,0.751,0.815,0.866,0.906
H,1,1,1,3,0.183,0.247,0.323,0.409,0.501,0.594,0.681,0.757,0.821,0.872,0.91
H,1,1,1,13,0.203,0.269,0.347,0.433,0.524,0.614,0.697,0.77,0.831,0.879,0.916
H,1,1,1,23,0.217,0.286,0.365,0.452,0.543,0.632,0.713,0.783,0.841,0.887,0.921
H,1,1,1,123,0.235,0.305,0.384,0.47,0.558,0.644,0.723,0.791,0.846,0.89,0.924
H,1,1,2,0,0.13,0.182,0.247,0.325,0.414,0.51,0.605,0.693,0.769,0.831,0.88
H,1,1,2,1,0.138,0.192,0.258,0.338,0.427,0.522,0.616,0.702,0.776,0.837,0.884
H,1,1,2,2,0.144,0.199,0.267,0.348,0.438,0.533,0.626,0.71,0.783,0.842,0.888
H,1,1,2,12,0.154,0.21,0.279,0.36,0.45,0.544,0.635,0.718,0.789,0.846,0.891
H,1,1,2,3,0.147,0.202,0.271,0.352,0.442,0.537,0.63,0.714,0.786,0.844,0.89
H,1,1,2,13,0.157,0.215,0.285,0.366,0.456,0.55,0.641,0.723,0.793,0.849,0.894
H,1,1,2,23,0.163,0.221,0.291,0.373,0.463,0.556,0.646,0.727,0.796,0.852,0.895
H,1,1,2,123,0.179,0.239,0.312,0.394,0.483,0.574,0.661,0.74,0.806,0.859,0.901
H,1,1,3,0,0.124,0.174,0.238,0.315,0.404,0.5,0.596,0.685,0.762,0.826,0.876
A,2,0,0,0,0.124,0.174,0.238,0.315,0.404,0.5,0.596,0.685,0.762,0.826,0.876
A,2,0,0,1,0.149,0.204,0.273,0.354,0.444,0.538,0.63,0.714,0.786,0.844,0.89
A,2,0,0,2,0.161,0.221,0.293,0.377,0.469,0.564,0.654,0.735,0.803,0.858,0.9
A,2,0,0,12,0.19,0.254,0.329,0.414,0.505,0.596,0.681,0.757,0.82,0.87,0.909
A,2,0,0,3,0.172,0.234,0.31,0.397,0.491,0.586,0.675,0.754,0.819,0.87,0.91
A,2,0,0,13,0.202,0.27,0.349,0.437,0.53,0.621,0.705,0.777,0.837,0.884,0.919
A,2,0,0,23,0.219,0.289,0.372,0.462,0.554,0.644,0.725,0.794,0.85,0.894,0.927
A,2,0,0,123,0.248,0.322,0.405,0.493,0.582,0.667,0.743,0.808,0.861,0.901,0.932
A,2,0,1,0,0.108,0.155,0.216,0.291,0.379,0.475,0.574,0.666,0.747,0.814,0.867
A,2,0,1,1,0.125,0.175,0.24,0.317,0.406,0.502,0.598,0.686,0.763,0.827,0.877
A,2,0,1,2,0.133,0.186,0.253,0.333,0.424,0.52,0.614,0.701,0.776,0.837,0.884
A,2,0,1,12,0.152,0.208,0.277,0.358,0.448,0.542,0.633,0.716,0.788,0.846,0.891
A,2,0,1,3,0.145,0.202,0.273,0.356,0.45,0.547,0.64,0.723,0.794,0.851,0.896
A,2,0,1,13,0.164,0.224,0.297,0.382,0.474,0.568,0.658,0.738,0.806,0.86,0.902
A,2,0,1,23,0.176,0.239,0.315,0.401,0.494,0.588,0.675,0.753,0.817,0.869,0.908
A,2,0,1,123,0.194,0.259,0.335,0.421,0.511,0.602,0.686,0.761,0.823,0.873,0.911
A,2,0,2,0,0.098,0.142,0.2,0.274,0.36,0.458,0.557,0.652,0.735,0.805,0.861
A,2,0,2,1,0.106,0.152,0.212,0.286,0.374,0.471,0.569,0.662,0.744,0.812,0.865
A,2,0,2,2,0.111,0.158,0.22,0.296,0.385,0.482,0.58,0.671,0.751,0.818,0.87
A,2,0,2,12,0.12,0.169,0.232,0.309,0.397,0.494,0.59,0.68,0.758,0.823,0.874
A,2,0,2,3,0.113,0.161,0.223,0.3,0.389,0.486,0.584,0.675,0.755,0.82,0.872
A,2,0,2,13,0.123,0.173,0.237,0.315,0.404,0.5,0.596,0.685,0.763,0.826,0.876
A,2,0,2,23,0.127,0.179,0.244,0.322,0.411,0.507,0.602,0.69,0.766,0.829,0.879
A,2,0,2,123,0.142,0.197,0.264,0.343,0.432,0.526,0.619,0.704,0.778,0.838,0.885
A,2,0,3,0,0.093,0.135,0.192,0.264,0.35,0.447,0.548,0.643,0.728,0.8,0.856
H,2,1,0,0,0.144,0.2,0.272,0.357,0.452,0.553,0.65,0.736,0.808,0.865,0.907
H,2,1,0,1,0.171,0.234,0.31,0.398,0.493,0.591,0.683,0.763,0.828,0.88,0.918
H,2,1,0,2,0.186,0.252,0.332,0.423,0.52,0.617,0.706,0.782,0.844,0.891,0.926
H,2,1,0,12,0.217,0.288,0.37,0.461,0.555,0.647,0.73,0.801,0.858,0.901,0.933
H,2,1,0,3,0.197,0.267,0.35,0.444,0.543,0.64,0.727,0.8,0.858,0.902,0.934
H,2,1,0,13,0.231,0.306,0.392,0.486,0.582,0.673,0.754,0.82,0.873,0.913,0.942
H,2,1,0,23,0.249,0.327,0.416,0.511,0.607,0.695,0.772,0.835,0.884,0.921,0.947
H,2,1,0,123,0.282,0.362,0.45,0.542,0.633,0.716,0.788,0.847,0.893,0.927,0.951
H,2,1,1,0,0.126,0.18,0.248,0.331,0.426,0.529,0.629,0.719,0.795,0.855,0.9
H,2,1,1,1,0.145,0.202,0.274,0.359,0.455,0.555,0.652,0.738,0.809,0.865,0.908
H,2,1,1,2,0.155,0.214,0.289,0.376,0.473,0.573,0.668,0.751,0.82,0.874,0.914
H,2,1,1,12,0.175,0.238,0.314,0.402,0.497,0.594,0.686,0.765,0.83,0.881,0.919
H,2,1,1,3,0.168,0.232,0.31,0.401,0.501,0.601,0.693,0.772,0.837,0.886,0.923
H,2,1,1,13,0.189,0.256,0.336,0.428,0.525,0.621,0.71,0.785,0.846,0.893,0.928
H,2,1,1,23,0.203,0.273,0.356,0.449,0.546,0.64,0.726,0.798,0.856,0.9,0.933
H,2,1,1,123,0.222,0.294,0.376,0.467,0.562,0.653,0.735,0.805,0.861,0.904,0.935
H,2,1,2,0,0.115,0.165,0.231,0.312,0.407,0.511,0.613,0.706,0.785,0.847,0.895
H,2,1,2,1,0.123,0.176,0.243,0.326,0.421,0.524,0.625,0.716,0.792,0.853,0.899
H,2,1,2,2,0.129,0.183,0.252,0.336,0.433,0.535,0.635,0.724,0.799,0.858,0.902
H,2,1,2,12,0.139,0.195,0.265,0.35,0.446,0.547,0.645,0.732,0.804,0.862,0.905
H,2,1,2,3,0.131,0.186,0.256,0.341,0.437,0.54,0.639,0.728,0.802,0.86,0.904
H,2,1,2,13,0.142,0.199,0.271,0.356,0.452,0.553,0.651,0.737,0.808,0.865,0.907
H,2,1,2,23,0.148,0.206,0.278,0.364,0.46,0.56,0.656,0.741,0.812,0.867,0.909
H,2,1,2,123,0.164,0.225,0.3,0.386,0.481,0.579,0.672,0.754,0.821,0.874,0.914
H,2,1,3,0,0.109,0.158,0.222,0.302,0.396,0.5,0.604,0.698,0.778,0.842,0.891
A,3,0,0,0,0.109,0.158,0.222,0.302,0.396,0.5,0.604,0.698,0.778,0.842,0.891
A,3,0,0,1,0.133,0.189,0.259,0.343,0.439,0.541,0.64,0.728,0.802,0.86,0.904
A,3,0,0,2,0.146,0.205,0.279,0.368,0.467,0.569,0.665,0.75,0.819,0.873,0.913
A,3,0,0,12,0.175,0.24,0.318,0.408,0.505,0.602,0.693,0.771,0.835,0.885,0.922
A,3,0,0,3,0.156,0.218,0.296,0.389,0.49,0.593,0.688,0.769,0.835,0.885,0.922
A,3,0,0,13,0.187,0.256,0.338,0.432,0.532,0.63,0.718,0.793,0.853,0.898,0.931
A,3,0,0,23,0.203,0.276,0.362,0.459,0.558,0.654,0.739,0.809,0.865,0.907,0.938
A,3,0,0,123,0.235,0.311,0.398,0.492,0.587,0.678,0.757,0.823,0.875,0.914,0.942
A,3,0,1,0,0.094,0.138,0.198,0.275,0.369,0.473,0.58,0.679,0.763,0.831,0.883
A,3,0,1,1,0.11,0.159,0.223,0.304,0.399,0.502,0.606,0.7,0.78,0.843,0.892
A,3,0,1,2,0.118,0.17,0.237,0.321,0.417,0.522,0.624,0.715,0.792,0.853,0.899
A,3,0,1,12,0.137,0.193,0.263,0.348,0.444,0.545,0.643,0.73,0.803,0.861,0.905
A,3,0,1,3,0.129,0.185,0.257,0.345,0.446,0.551,0.651,0.739,0.811,0.867,0.91
A,3,0,1,13,0.148,0.208,0.284,0.373,0.472,0.574,0.67,0.753,0.822,0.875,0.915
A,3,0,1,23,0.161,0.224,0.303,0.394,0.494,0.594,0.687,0.768,0.833,0.883,0.921
A,3,0,1,123,0.179,0.245,0.324,0.415,0.511,0.608,0.698,0.776,0.839,0.887,0.923
A,3,0,2,0,0.084,0.125,0.183,0.257,0.349,0.454,0.563,0.665,0.752,0.822,0.877
A,3,0,2,1,0.091,0.135,0.194,0.271,0.363,0.468,0.576,0.675,0.76,0.829,0.881
A,3,0,2,2,0.095,0.141,0.203,0.281,0.375,0.481,0.587,0.685,0.768,0.835,0.886
A,3,0,2,12,0.104,0.152,0.216,0.295,0.389,0.493,0.598,0.693,0.774,0.839,0.889
A,3,0,2,3,0.097,0.144,0.206,0.285,0.38,0.486,0.592,0.689,0.771,0.837,0.888
A,3,0,2,13,0.107,0.156,0.221,0.301,0.396,0.5,0.604,0.699,0.779,0.843,0.892
A,3,0,2,23,0.112,0.162,0.228,0.309,0.404,0.507,0.61,0.704,0.783,0.845,0.893
A,3,0,2,123,0.127,0.181,0.249,0.332,0.426,0.528,0.628,0.718,0.793,0.854,0.899
A,3,0,3,0,0.078,0.118,0.174,0.247,0.337,0.443,0.553,0.656,0.745,0.817,0.873
H,3,1,0,0,0.127,0.183,0.255,0.344,0.447,0.557,0.663,0.753,0.826,0.882,0.922
H,3,1,0,1,0.155,0.218,0.296,0.388,0.491,0.597,0.696,0.78,0.846,0.896,0.931
H,3,1,0,2,0.169,0.236,0.319,0.415,0.521,0.626,0.721,0.799,0.861,0.907,0.939
H,3,1,0,12,0.202,0.274,0.36,0.457,0.558,0.657,0.745,0.818,0.874,0.916,0.945
H,3,1,0,3,0.18,0.251,0.338,0.439,0.546,0.651,0.743,0.818,0.875,0.917,0.946
H,3,1,0,13,0.216,0.292,0.383,0.483,0.587,0.685,0.77,0.838,0.889,0.927,0.953
H,3,1,0,23,0.234,0.315,0.409,0.511,0.614,0.709,0.789,0.852,0.9,0.934,0.957
H,3,1,0,123,0.268,0.352,0.445,0.544,0.641,0.73,0.804,0.863,0.907,0.939,0.961
H,3,1,1,0,0.11,0.161,0.23,0.316,0.419,0.531,0.64,0.736,0.813,0.872,0.915
H,3,1,1,1,0.128,0.185,0.257,0.347,0.45,0.559,0.664,0.755,0.827,0.882,0.922
H,3,1,1,2,0.138,0.197,0.273,0.365,0.47,0.579,0.682,0.769,0.838,0.89,0.928
H,3,1,1,12,0.159,0.222,0.301,0.394,0.496,0.601,0.699,0.782,0.847,0.897,0.932
H,3,1,1,3,0.151,0.214,0.295,0.392,0.5,0.609,0.708,0.79,0.855,0.902,0.936
H,3,1,1,13,0.172,0.24,0.324,0.421,0.526,0.631,0.725,0.803,0.863,0.908,0.94
H,3,1,1,23,0.186,0.258,0.344,0.444,0.549,0.651,0.741,0.815,0.873,0.915,0.945
H,3,1,1,123,0.207,0.28,0.367,0.464,0.565,0.663,0.75,0.822,0.877,0.918,0.946
H,3,1,2,0,0.099,0.147,0.212,0.296,0.398,0.512,0.624,0.723,0.804,0.866,0.911
H,3,1,2,1,0.107,0.158,0.225,0.311,0.413,0.526,0.636,0.733,0.811,0.871,0.914
H,3,1,2,2,0.112,0.165,0.235,0.322,0.426,0.538,0.647,0.741,0.818,0.876,0.918
H,3,1,2,12,0.122,0.177,0.249,0.337,0.44,0.55,0.657,0.749,0.823,0.879,0.92
H,3,1,2,3,0.114,0.168,0.238,0.327,0.431,0.544,0.652,0.745,0.82,0.878,0.919
H,3,1,2,13,0.126,0.182,0.255,0.344,0.447,0.557,0.663,0.754,0.827,0.882,0.922
H,3,1,2,23,0.131,0.188,0.262,0.353,0.456,0.565,0.669,0.758,0.83,0.884,0.923
H,3,1,2,123,0.148,0.209,0.285,0.376,0.478,0.584,0.685,0.77,0.839,0.891,0.928
H,3,1,3,0,0.092,0.139,0.202,0.285,0.386,0.5,0.614,0.715,0.798,0.861,0.908
A,4,0,0,0,0.092,0.139,0.202,0.285,0.386,0.5,0.614,0.715,0.798,0.861,0.908
A,4,0,0,1,0.117,0.171,0.241,0.33,0.433,0.544,0.652,0.745,0.82,0.877,0.919
A,4,0,0,2,0.129,0.187,0.263,0.356,0.463,0.575,0.679,0.767,0.837,0.89,0.928
A,4,0,0,12,0.158,0.224,0.305,0.4,0.504,0.61,0.707,0.788,0.853,0.9,0.935
A,4,0,0,3,0.137,0.2,0.28,0.378,0.489,0.602,0.704,0.788,0.853,0.902,0.936
A,4,0,0,13,0.17,0.239,0.325,0.426,0.534,0.64,0.734,0.811,0.87,0.913,0.944
A,4,0,0,23,0.186,0.26,0.351,0.455,0.563,0.666,0.755,0.827,0.882,0.922,0.949
A,4,0,0,123,0.219,0.298,0.39,0.491,0.594,0.69,0.773,0.84,0.891,0.927,0.953
A,4,0,1,0,0.078,0.119,0.178,0.257,0.356,0.471,0.589,0.695,0.783,0.85,0.9
A,4,0,1,1,0.093,0.14,0.204,0.287,0.388,0.502,0.616,0.717,0.799,0.862,0.908
A,4,0,1,2,0.101,0.151,0.219,0.305,0.409,0.524,0.635,0.732,0.811,0.871,0.914
A,4,0,1,12,0.12,0.175,0.247,0.335,0.438,0.548,0.655,0.747,0.822,0.878,0.92
A,4,0,1,3,0.111,0.166,0.239,0.331,0.44,0.556,0.665,0.757,0.83,0.885,0.924
A,4,0,1,13,0.131,0.19,0.267,0.361,0.469,0.58,0.684,0.771,0.84,0.892,0.929
A,4,0,1,23,0.143,0.206,0.287,0.385,0.493,0.602,0.702,0.786,0.851,0.9,0.934
A,4,0,1,123,0.163,0.229,0.311,0.407,0.511,0.617,0.713,0.793,0.856,0.903,0.936
A,4,0,2,0,0.068,0.106,0.162,0.237,0.334,0.45,0.571,0.681,0.772,0.842,0.894
A,4,0,2,1,0.075,0.116,0.174,0.252,0.35,0.466,0.585,0.691,0.78,0.848,0.899
A,4,0,2,2,0.079,0.122,0.182,0.262,0.363,0.479,0.597,0.701,0.787,0.854,0.903
A,4,0,2,12,0.088,0.134,0.196,0.278,0.378,0.492,0.608,0.71,0.794,0.858,0.905
A,4,0,2,3,0.081,0.125,0.186,0.267,0.368,0.485,0.602,0.706,0.791,0.856,0.904
A,4,0,2,13,0.091,0.138,0.201,0.284,0.386,0.5,0.615,0.716,0.798,0.861,0.908
A,4,0,2,23,0.095,0.144,0.209,0.293,0.395,0.508,0.621,0.72,0.802,0.864,0.909
A,4,0,2,123,0.111,0.163,0.232,0.318,0.419,0.53,0.639,0.735,0.812,0.871,0.915
A,4,0,3,0,0.063,0.099,0.152,0.226,0.321,0.438,0.56,0.672,0.765,0.837,0.891
H,4,1,0,0,0.109,0.163,0.235,0.328,0.44,0.562,0.679,0.774,0.848,0.901,0.937
H,4,1,0,1,0.137,0.199,0.279,0.377,0.489,0.606,0.713,0.8,0.866,0.913,0.945
H,4,1,0,2,0.151,0.217,0.303,0.406,0.521,0.637,0.739,0.82,0.88,0.923,0.952
H,4,1,0,12,0.184,0.258,0.348,0.452,0.562,0.669,0.763,0.837,0.892,0.931,0.957
H,4,1,0,3,0.161,0.232,0.322,0.431,0.55,0.665,0.763,0.839,0.894,0.932,0.958
H,4,1,0,13,0.197,0.276,0.371,0.48,0.594,0.701,0.789,0.857,0.907,0.941,0.963
H,4,1,0,23,0.216,0.299,0.4,0.511,0.624,0.725,0.808,0.871,0.916,0.947,0.967
H,4,1,0,123,0.252,0.34,0.44,0.546,0.651,0.746,0.823,0.881,0.922,0.951,0.97
H,4,1,1,0,0.092,0.141,0.208,0.298,0.408,0.534,0.656,0.757,0.835,0.892,0.932
H,4,1,1,1,0.11,0.165,0.238,0.331,0.443,0.565,0.681,0.776,0.849,0.901,0.938
H,4,1,1,2,0.119,0.177,0.254,0.351,0.465,0.587,0.699,0.79,0.859,0.908,0.942
H,4,1,1,12,0.141,0.203,0.284,0.382,0.493,0.609,0.716,0.802,0.867,0.914,0.946
H,4,1,1,3,0.131,0.194,0.277,0.38,0.499,0.62,0.727,0.812,0.875,0.92,0.95
H,4,1,1,13,0.153,0.221,0.308,0.412,0.527,0.642,0.743,0.823,0.883,0.925,0.953
H,4,1,1,23,0.167,0.239,0.33,0.437,0.552,0.664,0.76,0.836,0.891,0.93,0.957
H,4,1,1,123,0.189,0.264,0.355,0.459,0.569,0.676,0.768,0.841,0.895,0.932,0.958
H,4,1,2,0,0.081,0.126,0.19,0.276,0.385,0.513,0.639,0.744,0.826,0.886,0.928
H,4,1,2,1,0.089,0.137,0.204,0.292,0.402,0.528,0.651,0.754,0.833,0.891,0.93
H,4,1,2,2,0.094,0.144,0.213,0.304,0.416,0.542,0.663,0.763,0.839,0.895,0.934
H,4,1,2,12,0.104,0.157,0.229,0.321,0.432,0.555,0.673,0.77,0.844,0.898,0.936
H,4,1,2,3,0.096,0.147,0.217,0.309,0.422,0.548,0.668,0.767,0.842,0.897,0.935
H,4,1,2,13,0.108,0.162,0.235,0.328,0.44,0.563,0.679,0.775,0.848,0.901,0.937
H,4,1,2,23,0.113,0.168,0.243,0.338,0.449,0.57,0.685,0.779,0.851,0.903,0.938
H,4,1,2,123,0.13,0.19,0.268,0.364,0.474,0.591,0.701,0.791,0.859,0.908,0.942
H,4,1,3,0,0.075,0.118,0.18,0.264,0.372,0.5,0.628,0.736,0.82,0.882,0.925
A,5,0,0,0,0.075,0.118,0.18,0.264,0.372,0.5,0.628,0.736,0.82,0.882,0.925
A,5,0,0,1,0.099,0.15,0.221,0.313,0.424,0.548,0.668,0.766,0.842,0.897,0.934
A,5,0,0,2,0.109,0.166,0.242,0.341,0.458,0.583,0.697,0.789,0.859,0.908,0.942
A,5,0,0,12,0.14,0.204,0.288,0.39,0.503,0.62,0.725,0.809,0.872,0.917,0.948
A,5,0,0,3,0.117,0.178,0.259,0.364,0.488,0.614,0.724,0.81,0.874,0.919,0.95
A,5,0,0,13,0.15,0.219,0.309,0.417,0.537,0.654,0.754,0.832,0.889,0.929,0.956
A,5,0,0,23,0.165,0.241,0.336,0.45,0.57,0.682,0.776,0.848,0.9,0.937,0.961
A,5,0,0,123,0.201,0.282,0.38,0.489,0.601,0.705,0.792,0.859,0.908,0.941,0.964
A,5,0,1,0,0.061,0.098,0.154,0.233,0.338,0.468,0.602,0.716,0.806,0.872,0.918
A,5,0,1,1,0.076,0.119,0.182,0.267,0.375,0.503,0.63,0.738,0.821,0.883,0.925
A,5,0,1,2,0.083,0.13,0.196,0.286,0.398,0.527,0.651,0.754,0.833,0.891,0.931
A,5,0,1,12,0.102,0.155,0.227,0.319,0.43,0.553,0.671,0.768,0.843,0.898,0.935
A,5,0,1,3,0.092,0.143,0.216,0.313,0.433,0.564,0.683,0.779,0.852,0.904,0.94
A,5,0,1,13,0.111,0.169,0.247,0.347,0.465,0.589,0.702,0.793,0.861,0.91,0.944
A,5,0,1,23,0.123,0.185,0.268,0.373,0.492,0.613,0.721,0.807,0.871,0.917,0.948
A,5,0,1,123,0.144,0.21,0.295,0.397,0.511,0.627,0.73,0.813,0.875,0.92,0.949
A,5,0,2,0,0.052,0.086,0.137,0.212,0.314,0.445,0.583,0.702,0.795,0.865,0.913
A,5,0,2,1,0.058,0.095,0.15,0.228,0.332,0.462,0.597,0.712,0.803,0.87,0.917
A,5,0,2,2,0.062,0.101,0.158,0.239,0.346,0.477,0.61,0.723,0.811,0.876,0.921
A,5,0,2,12,0.071,0.113,0.173,0.256,0.363,0.492,0.621,0.731,0.816,0.879,0.923
A,5,0,2,3,0.064,0.103,0.161,0.244,0.352,0.484,0.616,0.727,0.814,0.878,0.922
A,5,0,2,13,0.074,0.116,0.179,0.263,0.372,0.501,0.629,0.737,0.821,0.882,0.925
